gene,bb_mu,padj_mean,padj_intercept,glm_mu,asp_sig,glm_sig,group,beta0,beta_sex,p_sex,abs_beta
Rbbp7,0.3723,0.00631448649872034,0.000475572144031616,0.38147203443692,TRUE,TRUE,Overlap,-0.483304862139366,0.966607252814831,3.74125879703984e-05,0.966607252814831
Scarb2,0.6916,8.64177108363251e-14,4.33125854064168e-06,0.714586786294712,TRUE,TRUE,Overlap,0.917766451498738,0.776231506647436,0.0275230479990665,0.776231506647436
Setbp1,0.455,1.67161857429294e-15,0.0552130861651263,0.460777545830412,TRUE,TRUE,Overlap,-0.157212822692864,0.364764342220537,0.00218181041032023,0.364764342220537
Sf3b1,0.5423,1,0.000304268618722718,0.562469031341676,FALSE,TRUE,GLM_only,0.251188588373162,0.39534548375307,0.000847053564755458,0.39534548375307
Sgo2a,0.9748,2.98287121321521e-23,1.53542645371508e-125,0.979260135699823,TRUE,TRUE,Overlap,3.8547396630882,-1.10428030293865,5.92568682299921e-14,1.10428030293865
Sh3d19,0.8199,3.30858128842602e-08,0.00381515640521606,0.814542522529407,TRUE,TRUE,Overlap,1.47980100978549,2.23926913271028,0.00682760383116763,2.23926913271028
Shisa6,0.9116,2.2448473340394e-49,1.05466339282165e-09,0.877299608685101,TRUE,TRUE,Overlap,1.96710302217741,-1.62423318697397,0.00501989761783533,1.62423318697397
Shld1,0.5531,0.000696211531705945,3.57537858238734e-07,0.570690387684785,TRUE,TRUE,Overlap,0.284668468723122,0.357751561576376,0.000371917212397617,0.357751561576376
Shroom2,0.3794,0.0414666580997143,0.271149466193679,0.404487712163908,TRUE,FALSE,ASPEN_only,-0.386800664870333,0.907524358897227,0.0304475990183365,0.907524358897227
Slc25a4,0.4166,4.00125859241536e-32,5.51271467488273e-05,0.424309087690243,TRUE,TRUE,Overlap,-0.305108736039253,0.294590393436622,0.025026029974955,0.294590393436622
Slc26a11,0.4894,0.686213592876658,0.0708841322301048,0.350917981708636,FALSE,TRUE,GLM_only,-0.615006559316298,1.25267605906648,0.00977322036614152,1.25267605906648
Slc38a4,0.172,0.0105652562788152,2.87655331415948e-11,0.258389861790898,TRUE,TRUE,Overlap,-1.05435414829905,-1.08677726250461,2.10161558912253e-05,1.08677726250461
Slc8a1,0.529,2.64033200476924e-24,2.52326896635732e-14,0.530760052688285,TRUE,TRUE,Overlap,0.123195788584529,0.0703080051787938,0.0204630287196341,0.0703080051787938
Slc9a6,0.3901,0.0519963353627574,0.00609663296911935,0.343336526072348,TRUE,TRUE,Overlap,-0.648460579260816,1.90477021792029,8.9104637723363e-07,1.90477021792029
Slc9a7,0.6181,1,0.0743896167899617,0.618760771364823,FALSE,TRUE,GLM_only,0.484291647235446,0.956938227338305,0.0128253587333255,0.956938227338305
Smg1,0.5263,0.0408517704989296,0.0183885580590123,0.53650452279713,TRUE,TRUE,Overlap,0.14627836518989,-0.204658107945179,0.0324053316957336,0.204658107945179
Snurf,0.2193,8.45941925726983e-05,0.0351855152751994,0.282113392603731,TRUE,TRUE,Overlap,-0.934002536610098,2.99867988475461,9.07057737431144e-06,2.99867988475461
Snx12,0.2953,0.224053556378923,4.03176417354384e-05,0.353527028793132,FALSE,TRUE,GLM_only,-0.603571446528205,0.991706445110468,8.22954074962191e-05,0.991706445110468
Ssbp2,0.5883,0.00394732546815224,1.23523326212688e-07,0.588338621344231,TRUE,TRUE,Overlap,0.357101553838538,0.454095589079367,0.000195532042811274,0.454095589079367
Stk39,0.562,0.099767583261029,0.000375701313324476,0.569370573451641,TRUE,TRUE,Overlap,0.279283572512454,0.261574864609966,0.049705862313993,0.261574864609966
Syndig1,0.9065,0.0021318834238769,3.03926887403727e-21,0.928305853718965,TRUE,TRUE,Overlap,2.56095215978816,1.87845261113347,2.55296194687095e-11,1.87845261113347
Tacc2,0.6359,1.38505704182197e-99,5.19815066855715e-50,0.643787597182561,TRUE,TRUE,Overlap,0.591841663600417,0.185872276484271,0.0154055368990127,0.185872276484271
Tbc1d22bos,0.4102,0.666418784656425,0.000516594547453883,0.39190040170981,FALSE,TRUE,GLM_only,-0.439330951291101,-0.778158225366157,0.000232897007746132,0.778158225366157
Tbc1d8b,0.3494,0.0209638875095167,0.00207414440455423,0.346952920177878,TRUE,TRUE,Overlap,-0.632460130393174,0.858378953128357,0.0102715726247647,0.858378953128357
Tbl1x,0.4558,0.0106789961057361,0.916769569829936,0.486898393386176,TRUE,FALSE,ASPEN_only,-0.0524184256295071,1.43612146550758,7.95476500703948e-09,1.43612146550758
Tead1,0.4132,3.74373943363336e-35,5.78893768568486e-12,0.414444170039037,TRUE,TRUE,Overlap,-0.34562325962589,-0.217960247153731,0.0194567480297676,0.217960247153731
Teddm2,0.6451,0.0190519323423884,0.613074421109349,0.616714737222505,TRUE,FALSE,ASPEN_only,0.475627055243098,-1.77071011933696,0.034581153964418,1.77071011933696
Tent5a,0.3198,3.23502908036716e-20,5.48535694902619e-07,0.332665133347791,TRUE,TRUE,Overlap,-0.696155590427293,-0.544803051679801,0.0275806748749371,0.544803051679801
Them7,0.1146,5.70698958261259e-07,4.91481290094701e-30,0.085643557396185,TRUE,TRUE,Overlap,-2.36802647458363,1.22442104674574,1.63884560412033e-06,1.22442104674574
Thoc2,0.3094,0.170197877357558,0.000386525340214585,0.301284961248013,FALSE,TRUE,GLM_only,-0.841186457224702,1.67825065045574,3.08700319052709e-05,1.67825065045574
Thsd7a,0.0933,1.66880539388552e-308,4.61530783743113e-53,0.116702941793003,TRUE,TRUE,Overlap,-2.02402981614711,-0.599439688505527,0.0161621917828652,0.599439688505527
Tmem47,0.1933,5.91911677338451e-12,0.000940027852440119,0.216938560685633,TRUE,TRUE,Overlap,-1.28359697649926,1.58988511200626,0.0135659230979008,1.58988511200626
Tmem65,0.4348,1.77069174834587e-15,3.07946880501368e-14,0.368712967126839,TRUE,TRUE,Overlap,-0.537742170326289,-0.983271933850396,1.4795297933466e-13,0.983271933850396
Tnfrsf23,0.3989,0.0434521214880262,0.000153729080502593,0.342394783912479,TRUE,TRUE,Overlap,-0.652640365466005,0.710973240888492,0.0137117495889454,0.710973240888492
Tpm1,0.5719,2.00974468996736e-12,6.96665196181259e-06,0.585540985768374,TRUE,TRUE,Overlap,0.345562092233936,0.287452722365621,0.0342958674631421,0.287452722365621
Trim35,0.4278,0.0138089871220921,0.378915939165489,0.415296223476187,TRUE,FALSE,ASPEN_only,-0.342113296957704,0.91363349500395,0.0318817417146697,0.91363349500395
Tsc22d3,0.418,0.000137818073319521,0.323816404573442,0.430989059206323,TRUE,FALSE,ASPEN_only,-0.277816956940423,0.705154859135877,0.0279581782376697,0.705154859135877
Txlng,0.4416,0.000334261363149617,0.680054883383757,0.471221214309012,TRUE,FALSE,ASPEN_only,-0.115242516699644,0.904636730851178,6.79948220815896e-05,0.904636730851178
Uba1,0.3168,1.3674317072e-06,2.86762103866446e-16,0.31982037400823,TRUE,TRUE,Overlap,-0.754597412193247,1.10396795869956,1.19547931248631e-10,1.10396795869956
Ubap1,0.5518,1,2.65311471063999e-07,0.584537038745154,FALSE,TRUE,GLM_only,0.341426679425169,-1.40255613621069,3.70955554060241e-17,1.40255613621069
Ugp2,0.6761,8.81450552476932e-71,4.40396233640299e-22,0.719013428240873,TRUE,TRUE,Overlap,0.939573152962634,0.430609082159836,0.0195749298330205,0.430609082159836
Unc13c,0.0563,1.11063745229126e-07,1.03889687192564e-31,0.0195402977943338,TRUE,TRUE,Overlap,-3.91554265882173,0.856660516536939,0.00221826002496966,0.856660516536939
Wdr13,0.3572,0.105126166471611,0.020110226904175,0.384243171718657,FALSE,TRUE,GLM_only,-0.471576514464604,1.13444515458054,0.000295719842535635,1.13444515458054
Zfp568,0.6771,1.53261971817983e-11,3.33010641654261e-09,0.697785559527548,TRUE,TRUE,Overlap,0.836775001067415,1.37798268137038,9.86646566326115e-08,1.37798268137038
Zfp968-ps,0.0319,6.90827265800938e-156,1.16113684380068e-180,0.0259423020822344,TRUE,TRUE,Overlap,-3.62559561862221,0.54208675305934,0.00880461659273595,0.54208675305934
Zfx,0.4018,0.000105169578600002,0.130334996189783,0.394481312464091,TRUE,FALSE,ASPEN_only,-0.428513656515223,0.966440152607653,0.0109803972283077,0.966440152607653
