"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj"
"Pik3cd",NA,125,0.884903003029467,0.828419991636557,0.828419991636557,1.11993027480775,1.41863987037192,0.85131602155616
"Pik3cg",NA,77,0.44541112856664,0.953224389348651,0.44541112856664,0.997400368964686,1.46427541203012,0.613135902129221
"Pik3r5",NA,101,0.671047202078789,0.184336137573891,0.184336137573891,1.09667144875845,1.42035616156956,0.444455297005917
"Pik3r6",NA,96,0.481039290414834,0.325345802852065,0.325345802852065,1.11283219889006,1.41733608046777,0.54444433404029
"Pikfyve",NA,122,0.513887684580966,0.0606548082897028,0.0606548082897028,1.07827990767507,1.41863987037192,0.262794667272123
"Pip4k2a",NA,412,0.602963273715157,0.65662819635286,0.602963273715157,1.17333981845868,1.62300054990349,0.704191024598709
"Pitpna",NA,277,0.743477104449952,0.757589883209575,0.743477104449952,1.06746805933593,1.52453995052494,0.793948135039243
"Pitpnc1",NA,461,0.153478262533746,0.00406514708501154,0.00406514708501154,1.655989442338,1.74700893563775,0.0546922749266355
"Pja2",NA,89,0.500016824007494,0.54130973243148,0.500016824007494,1.14855035511969,1.42035616156956,0.644446598375216
"Pkd2",NA,50,0.000828465652492359,0.463503629115352,0.000828465652492359,0.76541778045504,1.45708055957297,0.0192524120380327
"Pkig",NA,87,0.00111967151601132,0.668987631890581,0.00111967151601132,1.06782387135468,1.45458210633353,0.0236054458787954
"Pkn1",NA,101,0.172693801730987,0.873293433623217,0.172693801730987,1.05914049110792,1.4214527765727,0.437532234712387
"Pkn2",NA,120,0.493852710731254,0.956762790614632,0.493852710731254,1.02887280299188,1.41215310276757,0.642852120314093
"Pkp4",NA,91,0.296790302870022,0.158470565045645,0.158470565045645,1.26419897575915,1.41329854781273,0.418698069145147
"Pla2g4a",NA,72,1,0.882257207923286,0.882257207923286,1.13420678324456,1.47038662221479,0.893928048627421
"Pla2g7",NA,111,0.016777688058373,0.121666639704792,0.016777688058373,1.17460195236215,1.41170151886299,0.13417958522947
"Plcb1",NA,52,0.346418298566379,0.831988790089628,0.346418298566379,1.34132201561501,1.41222217719349,0.55389008644898
"Plcb4",NA,51,0.61520381440089,0.226305541046049,0.226305541046049,1.23888048853945,1.48477274518794,0.480077625974243
"Plcg2",NA,139,0.299271902294792,0.842722636889787,0.299271902294792,1.07778759323083,1.44988394191302,0.526761258608261
"Plcl1",NA,131,0.00578776960603144,0.282215450229983,0.00578776960603144,1.60964398279254,1.49667296163421,0.0668699934708152
"Plcl2",NA,356,0.0631435734561294,0.34075426009429,0.0631435734561294,1.13708288666554,1.57586095715247,0.26895168727001
"Plek",NA,192,0.381863360210706,0.0310536110068297,0.0310536110068297,1.52596911599311,1.52334769808043,0.194203775256779
"Plekha1",NA,102,0.178055117524012,0.114452167490871,0.114452167490871,1.02847192268061,1.42418795371366,0.370339687529795
"Plekha2",NA,66,0.472201703882307,0.967398958382036,0.472201703882307,1.0434659316104,1.48154487282271,0.627470627385157
"Plekha5",NA,22,0.153226285050079,0.0841314861854491,0.0841314861854491,1.14981065341297,0.942055401759278,0.31395782709716
"Plekhg1",NA,48,0.0228408481496334,0.559706484369383,0.0228408481496334,0.945240509777179,1.40905030825353,0.160513864144331
"Plekhg5",NA,150,8.67358199888789e-05,0.320666282489099,8.67358199888789e-05,1.05037529584579,1.473438992932,0.00403124436084676
"Plekhm2",NA,159,0.636100133142961,0.288250047801938,0.288250047801938,0.996269326081711,1.48165045869241,0.521101011237143
"Plekhm3",NA,200,0.0354059190320252,0.75967599514046,0.0354059190320252,1.13149061247772,1.49518903245669,0.205696319376397
"Plin2",NA,111,0.244961412314689,0.0431617081521747,0.0431617081521747,1.06107556343544,1.41170151886299,0.2281140008174
"Plpp1",NA,71,0.61470845801842,0.00837998516037791,0.00837998516037791,1.26542779741252,1.41860822413467,0.0887931070102219
"Plpp3",NA,29,0.0557385563174306,0.0261642858785831,0.0261642858785831,1.39032447337708,1.26055720636064,0.17390836775032
"Plscr4",NA,88,0.00566926025226968,0.684623428706244,0.00566926025226968,1.18486371209984,1.41860822413467,0.0658729387266562
"Pltp",NA,77,0.495583317113812,0.360906607433645,0.360906607433645,1.08202844259553,1.4487263794885,0.563400009314355
